Index,QuestionSummary,Wave,QuestionPart1,QuestionPart2,Responses,ItemCode,Subject,Scale,Subscale,ScaleItem,Domain,ScaleName,MoBaQ,TimePoint,QCode,Rater,Timing,QuestionParentheses
9519,Childs language odd phrases phrases hears other people makes,Q06,Your childs use of language with others,Do they ever use odd phrases or say the same thing over and over in almost exactly the same way either phrases that they hears other people use or ones that they makes up,Yes;No,GG258,Child,SCQ,"",SCQ03,ASD,SocialCommunicationQuestionnaire,Q63yrs,Ch03Y,GG,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9521,Childs language child socially inappropriate questions statements child regularly personal questions personal comments awkward times,Q06,Your childs use of language with others,Does your child ever use socially inappropriate questions or statements for example does your child ever regularly ask personal questions or make personal comments at awkward times,Yes;No,GG259,Child,SCQ,"",SCQ04,ASD,SocialCommunicationQuestionnaire,Q63yrs,Ch03Y,GG,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9523,Childs language child pronouns mixed e g,Q06,Your childs use of language with others,Does your child ever get their pronouns mixed up e g saying you or he or she for i,Yes;No,GG260,Child,SCQ,"",SCQ05,ASD,SocialCommunicationQuestionnaire,Q63yrs,Ch03Y,GG,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9525,Childs language child words invented odd indirect metaphorical e g hot rain steam,Q06,Your childs use of language with others,Does your child ever use words that he or she seems to have invented or made up her or himself put things in odd indirect ways or use metaphorical ways of saying things e g saying hot rain for steam,Yes;No,GG261,Child,SCQ,"",SCQ06,ASD,SocialCommunicationQuestionnaire,Q63yrs,Ch03Y,GG,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9527,Childs language child insist,Q06,Your childs use of language with others,Does your child ever say the same thing over and over in exactly the same way or insist that you say the same thing over and over again,Yes;No,GG262,Child,SCQ,"",SCQ07,ASD,SocialCommunicationQuestionnaire,Q63yrs,Ch03Y,GG,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9529,Behaviour specific children child rituals child insists,Q06,About behaviour and specific things that children can think of doing,Does your child ever have things that he or she seems to have to do in a very particular way or order or rituals that the child insists that you go through,Yes;No,GG263,Child,SCQ,"",SCQ08,ASD,SocialCommunicationQuestionnaire,Q63yrs,Ch03Y,GG,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9531,Behaviour specific children childs facial expression situation,Q06,About behaviour and specific things that children can think of doing,Does your childs facial expression usually seem appropriate to the particular situation as far as you can tell,Yes;No,GG264,Child,SCQ,"",SCQ09,ASD,SocialCommunicationQuestionnaire,Q63yrs,Ch03Y,GG,Mother,"",Mark one box per question whether you think it applies for your child or not
9533,Behaviour specific children child hand tool body e g finger putting hand doorknob door,Q06,About behaviour and specific things that children can think of doing,Does your child ever use your hand like a tool or as if it were part of their own body e g pointing with your finger or putting your hand on a doorknob to get you to open the door,Yes;No,GG265,Child,SCQ,"",SCQ10,ASD,SocialCommunicationQuestionnaire,Q63yrs,Ch03Y,GG,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9535,Behaviour specific children child preoccupy odd other people e g traffic lights drainpipes timetables,Q06,About behaviour and specific things that children can think of doing,Does your child ever have any interests that preoccupy him or her and might seem odd to other people e g traffic lights drainpipes or timetables,Yes;No,GG266,Child,SCQ,"",SCQ11,ASD,SocialCommunicationQuestionnaire,Q63yrs,Ch03Y,GG,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9537,Behaviour specific children child toy object e g spinning wheels car object intended,Q06,About behaviour and specific things that children can think of doing,Does your child ever seem to be more interested in parts of a toy or an object e g spinning the wheels of a car rather than in using the object as it was intended,Yes;No,GG267,Child,SCQ,"",SCQ12,ASD,SocialCommunicationQuestionnaire,Q63yrs,Ch03Y,GG,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9539,Behaviour specific children child special unusual intensity age peer e g trains dinosaurs,Q06,About behaviour and specific things that children can think of doing,Does your child ever have any special interests that are unusual in their intensity but otherwise appropriate for their age and peer group e g trains or dinosaurs,Yes;No,GG268,Child,SCQ,"",SCQ13,ASD,SocialCommunicationQuestionnaire,Q63yrs,Ch03Y,GG,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9541,Behaviour specific children child unusually sight feel sound taste smell people,Q06,About behaviour and specific things that children can think of doing,Does your child ever seem to be unusually interested in the sight feel sound taste or smell of things or people,Yes;No,GG269,Child,SCQ,"",SCQ14,ASD,SocialCommunicationQuestionnaire,Q63yrs,Ch03Y,GG,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9543,Behaviour specific children child mannerisms odd moving hands fingers flapping moving fingers front eyes,Q06,About behaviour and specific things that children can think of doing,Does your child ever have any mannerisms or odd ways of moving their hands or fingers such as flapping or moving their fingers in front of their eyes,Yes;No,GG270,Child,SCQ,"",SCQ15,ASD,SocialCommunicationQuestionnaire,Q63yrs,Ch03Y,GG,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9545,Behaviour specific children child complicated movements body spinning repeatedly bouncing,Q06,About behaviour and specific things that children can think of doing,Does your child ever have any complicated movements of their whole body such as spinning or repeatedly bouncing up and down,Yes;No,GG271,Child,SCQ,"",SCQ16,ASD,SocialCommunicationQuestionnaire,Q63yrs,Ch03Y,GG,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9547,Behaviour specific children child injure deliberately biting arm banging head,Q06,About behaviour and specific things that children can think of doing,Does your child ever injure himself or herself deliberately such as by biting their arm or banging their head,Yes;No,GG272,Child,SCQ,"",SCQ17,ASD,SocialCommunicationQuestionnaire,Q63yrs,Ch03Y,GG,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9548,Behaviour specific children child objects other soft toy comfort blanket carry,Q06,About behaviour and specific things that children can think of doing,Does your child ever have any objects other than a soft toy or comfort blanket that he or she has to carry around,Yes;No,GG273,Child,SCQ,"",SCQ18,ASD,SocialCommunicationQuestionnaire,Q63yrs,Ch03Y,GG,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9550,Social development child friends friend,Q06,About social development and interest in others,Does your child have any particular friends or a best friend,Yes;No,GG274,Child,SCQ,"",SCQ19,ASD,SocialCommunicationQuestionnaire,Q63yrs,Ch03Y,GG,Mother,"",Mark one box per question whether you think it applies for your child or not
9552,Social development child talk friendly,Q06,About social development and interest in others,Does your child ever talk with you just to be friendly rather than to get something,Yes;No,GG256,Child,SCQ,"",SCQ20,ASD,SocialCommunicationQuestionnaire,Q63yrs,Ch03Y,GG,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9554,Social development child spontaneously copy other people vacuuming gardening mending,Q06,About social development and interest in others,Does your child ever spontaneously copy you or other people or what you are doing such as vacuuming gardening or mending things,Yes;No,GG275,Child,SCQ,"",SCQ21,ASD,SocialCommunicationQuestionnaire,Q63yrs,Ch03Y,GG,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9556,Social development child spontaneously,Q06,About social development and interest in others,Does your child ever spontaneously point at things around him or her just to show you things not because he or she wants them,Yes;No,GG276,Child,SCQ,"",SCQ22,ASD,SocialCommunicationQuestionnaire,Q63yrs,Ch03Y,GG,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9558,Social development child gestures other pulling hand,Q06,About social development and interest in others,Does your child ever use gestures other than pointing or pulling your hand to let you know what he or she wants,Yes;No,GG277,Child,SCQ,"",SCQ23,ASD,SocialCommunicationQuestionnaire,Q63yrs,Ch03Y,GG,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9560,Social development child nod head,Q06,About social development and interest in others,Does your child nod their head to indicate yes,Yes;No,GG278,Child,SCQ,"",SCQ24,ASD,SocialCommunicationQuestionnaire,Q63yrs,Ch03Y,GG,Mother,"",Mark one box per question whether you think it applies for your child or not
9562,Social development child shake head,Q06,About social development and interest in others,Does your child shake their head to indicate no,Yes;No,GG279,Child,SCQ,"",SCQ25,ASD,SocialCommunicationQuestionnaire,Q63yrs,Ch03Y,GG,Mother,"",Mark one box per question whether you think it applies for your child or not
9564,Social development child directly talking,Q06,About social development and interest in others,Does your child usually look at you directly in the face when doing things with you or talking with you,Yes;No,GG280,Child,SCQ,"",SCQ26,ASD,SocialCommunicationQuestionnaire,Q63yrs,Ch03Y,GG,Mother,"",Mark one box per question whether you think it applies for your child or not
